1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.085986	0.000000	8.048711	0.010945	830.6
1	-0.063267	0.000000	8.048711	0.010277	10.1
2	-0.077170	0.000000	8.048711	0.016654	4.9
3	-0.059301	0.000000	8.048711	0.011658	10.8
4	-0.077344	0.000000	8.048711	0.017690	5.9
5	-0.063853	0.949233	7.700630	0.016067	7.5
6	-0.069630	0.041654	8.032778	0.010384	5.9
7	-0.064612	0.000000	8.048711	0.021026	10.7
8	-0.072379	0.000000	8.048711	0.006720	8.9
9	-0.062961	0.858206	7.732699	0.018388	7.1
10	-0.070067	0.000000	8.048711	0.008886	5.2
11	-0.077302	0.000000	8.048711	0.014018	3.7
12	-0.076555	0.983217	7.688726	0.013491	14.5
13	-0.070135	1.983217	7.354189	0.013028	11.4
14	-0.065101	2.030042	7.339236	0.020040	5.8
15	-0.073955	1.129405	7.637933	0.013682	10.3
16	-0.086456	0.221934	7.964539	0.008355	10.7
17	-0.075592	0.000000	8.048711	0.013329	4.8
18	-0.067303	0.000000	8.048711	0.016784	6.4
19	-0.076713	1.000000	7.682860	0.011653	9.9
20	-0.068492	0.092421	8.013444	0.016130	14.7
21	-0.080359	0.000000	8.048711	0.019439	16.5
22	-0.069516	1.000000	7.682860	0.016928	8.6
23	-0.078873	0.807882	7.750543	0.010463	9.4
24	-0.075372	0.000000	8.048711	0.016682	14.2
25	-0.084966	0.000000	8.048711	0.019506	12.4
26	-0.074370	0.000000	8.048711	0.012980	7.4
27	-0.073949	1.000000	7.682860	0.020124	14.6
28	-0.078454	1.999658	7.348932	0.016345	10.7
29	-0.075016	2.999652	7.042724	0.013009	6.9
30	-0.080532	3.999652	6.761011	0.016523	15.6
31	-0.085165	4.999652	6.500969	0.015399	10.0
32	-0.064426	5.969353	6.267222	0.020261	6.3
33	-0.065099	6.969348	6.043149	0.013878	15.8
34	-0.082148	6.061769	6.245820	0.013293	10.8
35	-0.063934	5.178410	6.456577	0.013904	7.0
36	-0.072827	4.270831	6.688459	0.015637	17.7
37	-0.080031	3.367244	6.936481	0.013574	13.3
