1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.124228	0.000000	13.956380	0.017944	910.0
1	-0.128949	0.000000	13.956380	0.018205	14.4
2	-0.111924	0.000000	13.956380	0.017478	10.7
3	-0.125092	0.000000	13.956380	0.012584	11.3
4	-0.118026	0.000000	13.956380	0.021372	8.5
5	-0.137682	0.000000	13.956380	0.011111	11.2
6	-0.131777	0.000000	13.956380	0.017197	5.2
7	-0.119756	0.000000	13.956380	0.015464	5.3
8	-0.125600	0.000000	13.956380	0.014331	7.9
9	-0.135153	0.877585	13.396542	0.006038	4.4
10	-0.136572	0.165585	13.847195	0.013767	4.0
11	-0.130758	0.000000	13.956380	0.012501	7.5
12	-0.152430	0.318305	13.747996	0.015025	9.4
13	-0.123704	0.000000	13.956380	0.009674	6.0
14	-0.129796	0.984293	13.331517	0.018864	8.9
15	-0.152007	1.984251	12.751513	0.019942	7.3
16	-0.124011	2.983662	12.220151	0.016625	10.0
17	-0.134464	2.402117	12.523823	0.009585	6.4
18	-0.128577	3.400312	12.011484	0.007127	9.3
19	-0.144611	4.101751	11.675838	0.019193	6.2
20	-0.128804	3.385725	12.018669	0.010394	8.3
21	-0.126272	2.642621	12.396425	0.028634	7.0
22	-0.135397	1.892452	12.802646	0.008780	12.4
23	-0.121145	2.892071	12.266997	0.012622	6.1
24	-0.146611	2.949804	12.237427	0.020905	8.9
25	-0.138566	3.949789	11.746952	0.012449	7.0
26	-0.130633	3.547906	11.939266	0.013481	7.8
27	-0.135466	2.800061	12.314421	0.016251	7.3
28	-0.131977	2.049896	12.715197	0.008300	8.2
29	-0.142771	1.364501	13.104874	0.016305	6.9
30	-0.133749	2.364450	12.544013	0.011690	6.8
31	-0.148170	1.614807	12.959826	0.011709	7.3
32	-0.146052	0.864845	13.404347	0.016245	8.7
33	-0.147064	0.115468	13.880060	0.010862	4.6
34	-0.130004	0.000000	13.956380	0.012609	9.4
35	-0.138498	0.000000	13.956380	0.009474	6.0
36	-0.146297	0.000000	13.956380	0.012861	6.8
37	-0.143392	0.999986	13.322007	0.016810	7.8
38	-0.126095	1.999922	12.742824	0.011570	7.0
39	-0.134756	1.252756	13.170682	0.014031	6.7
40	-0.147837	0.502587	13.630173	0.018787	6.5
41	-0.148283	1.428548	13.067452	0.012581	7.3
42	-0.144613	1.561968	12.990178	0.007007	6.5
43	-0.134143	0.856589	13.409410	0.007036	9.0
44	-0.125519	1.716020	12.902083	0.019765	5.5
45	-0.129355	1.014363	13.313307	0.016788	8.5
46	-0.144273	0.264194	13.782980	0.013753	5.6
47	-0.136271	1.224393	13.187491	0.017674	6.7
48	-0.156273	2.224392	12.619662	0.016836	6.6
49	-0.151936	1.474249	13.040879	0.014077	7.3
50	-0.134696	0.724081	13.491202	0.015496	8.8
