1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.076892	0.000000	3.210800	0.011883	653.6
1	-0.068418	0.000000	3.210800	0.015082	5.2
2	-0.072249	0.958545	3.070641	0.014998	7.4
3	-0.076090	0.009094	3.209410	0.011496	5.7
4	-0.084757	0.000000	3.210800	0.011540	9.4
5	-0.065034	0.947795	3.072145	0.013644	6.4
6	-0.073793	0.000000	3.210800	0.017700	10.6
7	-0.061744	0.999996	3.064855	0.014954	6.8
8	-0.057790	1.997288	2.931946	0.009579	10.5
9	-0.055171	1.051325	3.057721	0.017132	10.3
10	-0.051595	0.308122	3.164371	0.022801	10.5
11	-0.066903	1.307550	3.022600	0.011813	13.7
12	-0.061322	0.358084	3.156969	0.011204	11.8
13	-0.074400	0.000000	3.210800	0.020768	10.5
14	-0.070387	0.000000	3.210800	0.012002	6.9
15	-0.070607	0.760840	3.098538	0.007807	9.2
16	-0.077526	0.246896	3.173489	0.012747	9.6
17	-0.073348	0.000000	3.210800	0.011869	9.6
18	-0.065151	0.000000	3.210800	0.015172	7.5
19	-0.059666	0.000000	3.210800	0.008178	10.3
20	-0.066402	0.000000	3.210800	0.012728	7.3
21	-0.068061	0.831414	3.088522	0.012753	10.4
22	-0.062771	0.000000	3.210800	0.021408	5.3
23	-0.084953	1.000000	3.064855	0.012070	9.8
24	-0.060064	1.998480	2.931794	0.024228	5.5
25	-0.062144	1.049013	3.058042	0.013483	8.9
26	-0.063963	0.099546	3.195652	0.005342	6.1
27	-0.068915	0.000000	3.210800	0.016050	9.0
28	-0.080238	0.000000	3.210800	0.013226	5.7
29	-0.074612	0.000000	3.210800	0.008414	7.1
30	-0.089188	0.579420	3.124588	0.014001	6.6
31	-0.070386	0.000000	3.210800	0.008047	6.5
32	-0.063977	0.000000	3.210800	0.014468	8.0
33	-0.061584	0.937574	3.073576	0.010495	5.6
34	-0.070985	1.823708	2.954244	0.014532	9.9
35	-0.076239	2.821671	2.830481	0.019668	5.8
