1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.167506	0.000000	15.155856	0.015544	884.8
1	-0.220067	0.000000	15.155856	0.011803	5.5
2	-0.211222	0.000000	15.155856	0.011816	4.7
3	-0.194658	0.000000	15.155856	0.018493	7.8
4	-0.194866	0.000000	15.155856	0.014775	5.8
5	-0.199666	0.000000	15.155856	0.016650	5.6
6	-0.180903	0.000000	15.155856	0.011674	6.8
7	-0.190277	0.000000	15.155856	0.015404	4.8
8	-0.186619	0.000000	15.155856	0.012322	5.1
9	-0.197526	0.000000	15.155856	0.012518	4.2
10	-0.175853	0.000000	15.155856	0.009913	4.1
11	-0.182228	0.000000	15.155856	0.008389	5.1
12	-0.166368	0.000000	15.155856	0.004869	5.5
13	-0.209118	0.917922	14.521129	0.020303	4.2
14	-0.201737	1.916480	13.888389	0.013565	4.9
15	-0.199487	1.284499	14.282259	0.009897	5.9
16	-0.177878	0.605900	14.730837	0.013355	4.1
17	-0.157640	1.397836	14.209988	0.013935	4.2
18	-0.177076	0.713486	14.657848	0.008676	8.7
19	-0.198914	0.489675	14.810507	0.009157	7.5
20	-0.178431	0.000000	15.155856	0.010953	8.8
21	-0.194382	0.876494	14.548628	0.006446	8.0
22	-0.179098	0.217177	15.000723	0.006279	9.3
23	-0.197846	0.000000	15.155856	0.007697	9.3
24	-0.195484	0.000000	15.155856	0.008470	7.1
25	-0.186600	0.534890	14.779411	0.012983	9.4
26	-0.188020	0.000000	15.155856	0.009787	6.9
27	-0.181254	0.888516	14.540638	0.013369	11.0
28	-0.200768	1.823225	13.945137	0.014639	6.2
29	-0.177928	1.166568	14.358244	0.017246	10.3
30	-0.183515	0.485942	14.813081	0.016028	6.3
31	-0.188422	1.485942	14.154310	0.008506	10.3
32	-0.168877	2.485841	13.551696	0.009584	6.4
33	-0.189583	1.840609	13.934523	0.011009	6.9
34	-0.168181	2.600585	13.485809	0.012844	7.2
35	-0.172936	1.916142	13.888594	0.013930	9.4
36	-0.175518	2.896879	13.318601	0.008949	6.5
37	-0.178929	2.263001	13.681510	0.009259	9.4
38	-0.196305	2.580589	13.497245	0.008713	6.3
39	-0.184607	3.553928	12.962202	0.018504	9.3
40	-0.212205	4.550900	12.456429	0.008719	5.8
41	-0.199413	5.550828	11.987309	0.012700	8.2
42	-0.176711	6.292632	11.661499	0.007368	5.3
43	-0.171681	7.289334	11.250635	0.011563	8.7
44	-0.206651	7.119176	11.318717	0.011415	6.6
45	-0.177620	6.515428	11.567074	0.005918	8.0
46	-0.177191	6.666430	11.503941	0.011088	7.1
47	-0.184536	7.420027	11.198898	0.013294	7.1
48	-0.169682	8.419866	10.818302	0.009847	4.5
49	-0.151169	9.030912	10.598179	0.008723	4.8
50	-0.193733	8.453601	10.805911	0.011348	5.6
51	-0.204901	9.451991	10.451631	0.006214	4.5
52	-0.212682	9.251139	10.521025	0.014693	5.2
53	-0.166932	10.250918	10.184436	0.009819	5.5
54	-0.209687	9.726412	10.358287	0.010457	4.1
55	-0.185763	9.210390	10.535216	0.009089	4.3
56	-0.194838	8.526104	10.779376	0.012272	5.9
57	-0.166227	7.872251	11.023491	0.015431	5.2
58	-0.194212	7.187804	11.291159	0.013795	3.6
59	-0.188954	6.503362	11.572149	0.010876	4.8
60	-0.177710	5.819322	11.867302	0.016315	4.8
61	-0.216840	6.819319	11.440718	0.007801	5.0
62	-0.189761	6.138949	11.727536	0.012539	4.9
63	-0.184493	7.132951	11.313174	0.010306	4.6
64	-0.155631	8.127998	10.926703	0.012479	5.1
65	-0.208901	7.657155	11.106231	0.010982	5.2
66	-0.190151	8.657148	10.731746	0.008235	4.9
67	-0.207423	8.708249	10.713287	0.012343	4.2
68	-0.174178	8.391519	10.828736	0.017020	5.1
69	-0.196200	7.707072	11.086919	0.009400	5.0
70	-0.146245	8.703045	10.715163	0.008612	4.6
71	-0.176305	8.051664	10.955413	0.010276	5.0
72	-0.200199	7.367240	11.219738	0.014847	5.6
73	-0.191152	8.367239	10.837688	0.011602	4.7
74	-0.173876	7.787394	11.055985	0.017773	5.4
75	-0.183637	8.381951	10.832262	0.010650	5.9
76	-0.202450	7.697549	11.090598	0.012873	3.9
77	-0.195396	7.037521	11.351681	0.005572	5.7
78	-0.189217	7.200580	11.286044	0.007817	4.9
79	-0.174819	6.528174	11.561718	0.014045	4.9
80	-0.175529	5.908845	11.827820	0.015467	5.6
81	-0.208675	6.908773	11.404048	0.012753	5.4
82	-0.172389	6.224327	11.690757	0.012838	4.8
83	-0.218470	7.214195	11.280598	0.011553	4.2
84	-0.161930	6.624358	11.521462	0.009205	5.4
85	-0.197616	7.597541	11.129383	0.008643	4.7
86	-0.175279	7.016219	11.360312	0.011482	4.4
87	-0.188395	6.963905	11.381564	0.018162	5.9
88	-0.166276	7.963743	10.988669	0.009629	5.5
89	-0.161611	7.279536	11.254533	0.011412	5.8
90	-0.235608	8.279509	10.870161	0.013660	5.2
91	-0.192032	8.693716	10.718530	0.011247	4.6
92	-0.170455	9.687435	10.371443	0.013526	4.8
93	-0.181215	10.056240	10.248278	0.009050	8.5
94	-0.199940	9.587009	10.405496	0.012002	8.9
95	-0.192418	10.583740	10.077115	0.008452	9.3
96	-0.201661	9.899314	10.300325	0.006851	7.0
97	-0.205019	10.858685	9.990148	0.013082	6.7
98	-0.198972	11.152567	9.898836	0.012950	6.9
99	-0.189649	12.109646	9.612697	0.007269	8.5
100	-0.188643	13.104053	9.332409	0.015485	5.8
101	-0.179205	14.102116	9.067060	0.008440	8.8
102	-0.160890	13.420456	9.246623	0.014218	7.2
103	-0.185361	14.420391	8.985586	0.012349	6.2
