1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.108212	0.000000	2.042668	0.021080	656.9
1	-0.131206	0.000000	2.042668	0.024767	8.4
2	-0.109284	0.999741	1.949842	0.026251	1.9
3	-0.136150	0.022024	2.040528	0.038718	8.1
4	-0.142509	1.022024	1.947869	0.043592	6.5
5	-0.132691	2.022024	1.863260	0.033855	2.8
6	-0.127680	1.047083	1.945655	0.014753	1.6
7	-0.131129	0.069436	2.035936	0.008948	1.9
8	-0.116373	0.000000	2.042668	0.022102	6.6
9	-0.123241	0.950664	1.954201	0.017149	3.2
10	-0.125979	0.000000	2.042668	0.029504	1.7
11	-0.131393	0.853995	1.962846	0.021106	4.5
12	-0.122258	1.785961	1.882564	0.038032	5.1
13	-0.127951	0.811817	1.966641	0.025908	3.3
14	-0.132757	1.786175	1.882546	0.032383	2.4
15	-0.137107	0.967779	1.952679	0.025101	4.8
16	-0.153237	1.967777	1.867661	0.046048	2.2
17	-0.144091	2.848739	1.798670	0.017453	4.6
18	-0.120314	3.848735	1.726286	0.021793	3.2
19	-0.148548	4.324461	1.693857	0.012655	2.7
20	-0.135069	3.395706	1.758343	0.025634	3.9
21	-0.138358	4.348844	1.692228	0.014722	6.0
22	-0.112949	4.901182	1.656141	0.030657	2.1
23	-0.143414	3.923470	1.721109	0.036042	5.2
24	-0.138090	4.923470	1.654718	0.029419	5.0
25	-0.125164	3.963413	1.718356	0.027901	3.3
26	-0.147625	2.985697	1.788400	0.026900	2.3
27	-0.151694	2.038957	1.861891	0.038788	2.1
28	-0.138549	3.038927	1.784440	0.038544	5.0
29	-0.140164	2.061210	1.860094	0.028246	3.0
30	-0.133442	1.084908	1.942323	0.030292	4.8
31	-0.139097	0.613996	1.984641	0.030310	4.8
32	-0.146649	0.746854	1.972516	0.019830	3.8
33	-0.128743	1.746853	1.885800	0.029360	2.2
34	-0.121722	2.582347	1.818989	0.031570	2.0
35	-0.123593	1.604631	1.897665	0.026632	5.5
36	-0.131080	0.626914	1.983455	0.035637	4.2
37	-0.148663	1.626912	1.895796	0.048246	1.9
38	-0.139096	0.649196	1.981414	0.033187	5.2
39	-0.144325	0.000000	2.042668	0.025524	4.1
40	-0.141357	0.394235	2.005027	0.012431	5.6
41	-0.118748	1.168079	1.935036	0.047975	2.4
42	-0.130457	2.168013	1.851519	0.037518	4.3
43	-0.151014	3.168013	1.774909	0.024318	5.4
44	-0.135557	4.168013	1.704386	0.027702	3.0
45	-0.139329	3.191674	1.773173	0.051745	2.3
46	-0.136088	4.191674	1.702786	0.025059	5.0
47	-0.155800	3.213957	1.771541	0.019318	5.3
48	-0.108179	2.855335	1.798173	0.039604	6.6
49	-0.133452	3.835403	1.727213	0.028011	5.7
50	-0.127005	4.700794	1.669054	0.017620	4.2
51	-0.120997	5.696964	1.606775	0.031890	6.8
52	-0.138965	4.725170	1.667473	0.018003	4.5
53	-0.127106	3.750732	1.733121	0.026289	2.8
54	-0.134462	2.790550	1.803070	0.028727	2.7
55	-0.133891	3.790541	1.730338	0.024443	3.2
56	-0.115000	2.820304	1.800817	0.034114	2.2
57	-0.143747	1.842587	1.877897	0.034839	2.9
58	-0.127941	0.864870	1.961869	0.022029	2.3
59	-0.134716	1.864554	1.876093	0.034610	3.3
60	-0.129356	1.301103	1.923493	0.026246	3.8
61	-0.149138	0.368757	2.007418	0.030143	2.4
62	-0.139130	1.367807	1.917757	0.030532	1.8
63	-0.125719	0.390090	2.005416	0.015288	2.4
64	-0.159423	0.000000	2.042668	0.032335	2.9
65	-0.125725	0.000000	2.042668	0.021831	3.1
66	-0.128436	0.000000	2.042668	0.017140	3.4
67	-0.120551	0.000000	2.042668	0.045074	2.6
68	-0.144206	0.000000	2.042668	0.026074	2.7
