1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.153736	0.000000	14.184484	0.016353	996.4
1	-0.176163	0.000000	14.184484	0.023572	10.1
2	-0.156825	0.000000	14.184484	0.014816	5.8
3	-0.171784	0.000000	14.184484	0.017570	8.6
4	-0.179659	0.999997	13.539736	0.020445	5.5
5	-0.153544	0.442768	13.891591	0.014313	10.6
6	-0.171693	0.000000	14.184484	0.014618	5.8
7	-0.161612	0.000000	14.184484	0.017660	13.0
8	-0.148585	0.000000	14.184484	0.019367	6.8
9	-0.172048	0.000000	14.184484	0.011733	8.1
10	-0.190214	0.000000	14.184484	0.010600	8.6
11	-0.166025	0.000000	14.184484	0.015851	7.3
12	-0.186842	0.000000	14.184484	0.017646	6.7
13	-0.172285	0.000000	14.184484	0.022068	10.2
14	-0.178919	1.000000	13.539734	0.023337	8.2
15	-0.163176	1.883924	13.016743	0.022726	12.0
16	-0.171650	1.326694	13.341615	0.014943	12.9
17	-0.180230	0.769465	13.683118	0.013720	8.6
18	-0.162181	0.212235	14.042563	0.006612	7.1
19	-0.166758	1.212233	13.410365	0.013441	9.3
20	-0.174289	0.657021	13.754161	0.009770	6.7
21	-0.186359	0.099842	14.117364	0.011963	8.1
22	-0.188613	1.099815	13.478582	0.010996	7.9
23	-0.156120	1.079421	13.491031	0.010716	10.2
24	-0.183263	2.020045	12.939773	0.014042	5.7
25	-0.160019	3.020042	12.401067	0.013214	6.8
26	-0.192214	2.462837	12.695573	0.016500	7.2
27	-0.173434	1.905607	13.004421	0.013182	8.0
28	-0.187325	2.905605	12.460432	0.019377	7.2
29	-0.167884	2.368424	12.746866	0.011241	8.9
30	-0.175691	3.368323	12.223827	0.014518	7.9
31	-0.175627	4.348256	11.751268	0.013417	9.1
32	-0.181824	3.791028	12.015402	0.014511	4.4
33	-0.182483	4.787423	11.551141	0.014013	3.6
34	-0.170461	4.230193	11.806257	0.015432	4.8
35	-0.171647	5.230193	11.356156	0.013531	5.1
36	-0.174717	5.738141	11.140422	0.015519	3.8
37	-0.187615	5.180911	11.377532	0.016815	4.6
38	-0.183197	6.103115	10.990403	0.009248	9.7
39	-0.160182	7.102033	10.599737	0.013644	6.3
40	-0.191358	6.544811	10.814166	0.018711	9.3
