1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.071648	0.000000	4.166320	0.016142	645.7
1	-0.081557	0.000000	4.166320	0.019362	6.3
2	-0.076029	0.000000	4.166320	0.018529	6.5
3	-0.080328	0.000000	4.166320	0.021792	8.2
4	-0.074195	0.364510	4.095236	0.018806	5.7
5	-0.076995	0.000000	4.166320	0.009400	8.2
6	-0.086150	0.000000	4.166320	0.017890	5.9
7	-0.082602	0.000000	4.166320	0.010241	6.2
8	-0.079382	0.996859	3.977510	0.014325	6.8
9	-0.097987	1.968731	3.809210	0.015028	5.2
10	-0.071926	1.668447	3.859670	0.015535	8.4
11	-0.102591	0.734127	4.025591	0.025444	5.5
12	-0.085058	0.000000	4.166320	0.010692	7.2
13	-0.084559	0.607859	4.049116	0.027538	6.8
14	-0.082034	1.607859	3.870013	0.008460	6.5
15	-0.071443	0.673538	4.036845	0.015875	7.9
16	-0.085757	1.403638	3.905291	0.017440	6.1
17	-0.079249	0.481288	4.072973	0.013537	8.9
18	-0.072147	0.000000	4.166320	0.017696	5.5
19	-0.073404	0.999984	3.976945	0.015190	9.3
20	-0.096814	1.999866	3.804053	0.021154	6.0
21	-0.073249	1.983817	3.806710	0.027901	9.4
22	-0.087784	2.983817	3.647990	0.005658	6.5
23	-0.085607	2.049503	3.795861	0.012788	8.4
24	-0.080399	1.182986	3.944136	0.013885	7.7
25	-0.083774	0.249526	4.117396	0.021927	9.8
26	-0.080820	0.000000	4.166320	0.022024	5.1
27	-0.071420	1.000000	3.976942	0.016063	9.6
28	-0.079529	0.066172	4.153233	0.019117	5.8
29	-0.091411	1.065496	3.965137	0.028835	8.3
30	-0.072216	0.131176	4.140457	0.028285	6.2
31	-0.081527	1.131176	3.953370	0.017910	8.4
32	-0.087418	0.196856	4.127627	0.020573	6.0
33	-0.067359	0.000000	4.166320	0.022045	7.8
34	-0.085869	0.999996	3.976942	0.014832	9.0
35	-0.077416	1.999996	3.804032	0.013081	7.3
36	-0.090436	1.065937	3.965058	0.017403	9.3
37	-0.074856	2.065894	3.793164	0.014288	7.0
38	-0.075266	1.131576	3.953298	0.008002	7.8
39	-0.098338	2.121177	3.784094	0.017540	9.0
40	-0.090160	3.121171	3.627217	0.017348	5.8
41	-0.082132	4.121170	3.482828	0.012206	5.9
42	-0.079531	5.038066	3.360185	0.015445	7.8
43	-0.080452	6.038059	3.235910	0.006194	5.1
44	-0.091969	6.934998	3.132011	0.016961	9.8
45	-0.074414	6.042614	3.235365	0.013157	4.9
46	-0.077300	6.958593	3.129368	0.014983	7.4
47	-0.088654	6.025907	3.237365	0.019063	6.8
48	-0.077000	7.025907	3.121851	0.015362	6.5
49	-0.087710	6.091586	3.229516	0.026639	7.6
50	-0.092503	5.157291	3.344869	0.018849	6.8
51	-0.079726	6.152898	3.222224	0.016186	8.2
52	-0.078669	7.152810	3.107779	0.028991	5.6
53	-0.078260	8.152810	3.001176	0.010921	9.1
54	-0.079256	7.634068	3.055546	0.027697	5.2
55	-0.075564	6.703160	3.158222	0.023369	9.8
56	-0.074288	5.768840	3.268454	0.012276	3.2
57	-0.077584	6.728230	3.155366	0.020365	5.4
58	-0.068785	5.793910	3.265396	0.018475	4.9
59	-0.080877	4.905419	3.377391	0.021885	4.1
60	-0.083573	5.905419	3.251862	0.018287	5.0
61	-0.067255	4.971099	3.368849	0.017594	4.3
62	-0.081560	4.036781	3.494567	0.023202	4.8
63	-0.079769	3.102461	3.630033	0.014929	3.6
64	-0.077309	4.102461	3.485424	0.023433	7.0
65	-0.082783	5.081897	3.354538	0.028483	5.0
66	-0.083325	6.081897	3.230672	0.010464	3.6
67	-0.084074	7.081891	3.115628	0.019505	4.6
68	-0.076710	6.170056	3.220189	0.022107	5.4
69	-0.087057	7.170056	3.105877	0.026139	4.5
70	-0.077573	8.170056	2.999402	0.027064	6.5
71	-0.073463	8.968675	2.919472	0.008711	5.8
72	-0.086998	8.098288	3.006799	0.014720	4.6
73	-0.078357	7.176941	3.105118	0.018080	5.9
74	-0.075108	6.243543	3.211503	0.022147	4.3
75	-0.085232	5.309223	3.325553	0.031244	3.9
76	-0.077652	6.309223	3.203779	0.014469	5.7
77	-0.079387	5.375491	3.317198	0.011069	4.1
78	-0.085592	6.360007	3.197832	0.007391	4.0
79	-0.090206	5.638189	3.284484	0.011793	4.7
80	-0.082920	6.543022	3.176584	0.013962	5.5
81	-0.077231	5.608755	3.288118	0.014130	5.1
82	-0.079800	6.607646	3.169148	0.030609	6.0
83	-0.078103	5.673882	3.280089	0.023082	10.7
84	-0.081859	6.673882	3.161563	0.019006	11.5
85	-0.075341	5.739562	3.272033	0.010161	7.4
86	-0.087272	4.853088	3.384227	0.030426	5.6
87	-0.087635	4.275237	3.461598	0.024834	3.7
88	-0.078894	5.255084	3.332410	0.022243	3.6
89	-0.082150	4.320764	3.455374	0.017057	4.0
90	-0.084048	4.137594	3.480553	0.015684	9.1
91	-0.087686	5.137593	3.347390	0.016452	10.0
92	-0.095134	4.203318	3.471476	0.033968	10.4
93	-0.071693	5.203318	3.338994	0.017313	11.7
94	-0.077370	4.268998	3.462453	0.009935	5.8
95	-0.093173	3.349015	3.593275	0.010421	10.7
96	-0.082009	2.471207	3.727662	0.008881	7.2
97	-0.079710	1.652713	3.862350	0.016601	7.3
98	-0.080376	0.719443	4.028313	0.015119	6.1
99	-0.092157	1.719443	3.851006	0.010345	7.6
100	-0.068865	1.281297	3.926734	0.018273	5.6
101	-0.088113	0.347099	4.098576	0.021075	7.7
102	-0.078694	1.347099	3.915171	0.012462	7.7
103	-0.079786	2.156149	3.778379	0.015983	7.0
104	-0.083773	3.155995	3.621988	0.016102	6.0
105	-0.091808	4.130989	3.481467	0.023946	5.5
106	-0.083408	4.748203	3.398013	0.014201	7.3
107	-0.081525	5.748203	3.270976	0.022290	5.8
108	-0.071891	6.748199	3.153095	0.014716	9.0
109	-0.084264	5.815295	3.262792	0.017235	6.5
110	-0.081926	5.915799	3.250608	0.013612	7.7
111	-0.096202	4.981524	3.367498	0.029020	5.9
112	-0.085382	4.057840	3.491630	0.017968	7.5
113	-0.087992	5.057760	3.357645	0.014602	6.5
114	-0.086873	4.123604	3.482491	0.014213	5.0
115	-0.083138	4.968098	3.369239	0.019795	8.5
116	-0.081300	5.968004	3.244316	0.012899	6.3
117	-0.079675	6.968001	3.128315	0.026083	6.7
118	-0.093081	7.967671	3.020357	0.013797	5.1
119	-0.085971	7.033488	3.121007	0.025231	5.8
120	-0.077565	6.213020	3.215105	0.013643	7.9
121	-0.078968	5.278700	3.329416	0.017261	6.1
122	-0.073763	4.344380	3.452155	0.024306	8.7
123	-0.077147	3.410063	3.584289	0.013206	5.8
124	-0.092395	2.475759	3.726939	0.027868	8.1
125	-0.083588	1.541439	3.881417	0.013948	6.1
126	-0.079028	0.611027	4.048522	0.020784	6.3
127	-0.102285	0.968980	3.982557	0.031994	6.6
128	-0.095584	1.968980	3.809169	0.019133	6.5
129	-0.078197	1.034659	3.970686	0.013290	6.1
130	-0.081868	2.034469	3.798339	0.015420	5.6
131	-0.071787	1.108891	3.957354	0.020396	4.8
132	-0.083310	2.108598	3.786154	0.015918	4.3
133	-0.091342	1.174277	3.945685	0.023721	3.7
134	-0.071871	0.239957	4.119251	0.021151	4.1
135	-0.099558	1.236617	3.934624	0.020055	4.7
136	-0.085488	2.236617	3.765295	0.011402	6.0
137	-0.085957	1.302911	3.922928	0.015122	4.8
138	-0.079165	0.368627	4.094447	0.023054	5.4
139	-0.076184	0.000000	4.166320	0.018731	4.3
140	-0.078619	0.999259	3.977076	0.014613	4.2
141	-0.082451	0.554034	4.059227	0.017346	5.1
142	-0.067594	0.000000	4.166320	0.012852	4.5
143	-0.089099	0.999951	3.976951	0.025362	4.5
144	-0.065135	0.076489	4.151200	0.016762	4.9
145	-0.100753	1.076488	3.963163	0.017520	5.1
146	-0.074065	0.142168	4.138304	0.020133	4.2
147	-0.083539	0.000000	4.166320	0.008495	4.2
148	-0.085665	0.654066	4.040475	0.011126	4.9
149	-0.094429	1.359172	3.913057	0.033978	5.2
150	-0.087451	0.424856	4.083702	0.022729	4.7
151	-0.077626	0.000000	4.166320	0.024514	4.3
152	-0.093174	0.999999	3.976942	0.021108	4.0
153	-0.090893	0.065678	4.153330	0.012441	3.6
154	-0.070732	1.065678	3.965104	0.014560	4.9
155	-0.073881	1.812870	3.835235	0.028454	6.7
156	-0.078127	0.878550	3.999018	0.023389	5.9
157	-0.079845	0.000000	4.166320	0.010808	7.4
158	-0.080821	0.433598	4.082036	0.012095	7.7
159	-0.086765	1.430391	3.900633	0.029970	7.8
160	-0.089888	2.430391	3.734155	0.029756	5.3
161	-0.079308	1.496071	3.889244	0.023578	6.2
162	-0.082717	0.561753	4.057774	0.012356	6.1
163	-0.075076	1.561751	3.877922	0.011475	5.1
164	-0.081782	0.660993	4.039183	0.014149	6.4
165	-0.075210	1.660960	3.860945	0.017904	7.9
166	-0.090635	0.726640	4.026979	0.019842	6.3
167	-0.076430	1.726639	3.849787	0.008460	7.0
168	-0.090232	2.726562	3.687543	0.018229	6.2
169	-0.076223	1.798694	3.837620	0.009969	7.8
170	-0.089238	2.794439	3.677024	0.021204	5.6
171	-0.085514	3.687423	3.544020	0.013752	8.0
172	-0.081391	4.687058	3.406101	0.009322	5.1
173	-0.094940	5.185634	3.341249	0.013047	3.9
174	-0.076117	6.164539	3.220843	0.022680	5.0
175	-0.075616	5.961794	3.245063	0.040741	4.4
176	-0.070978	5.027474	3.361552	0.012895	4.6
177	-0.086491	6.027474	3.237177	0.022513	4.7
178	-0.086013	6.071097	3.231961	0.026393	6.5
179	-0.078975	6.768578	3.150781	0.017437	4.1
180	-0.083544	5.834258	3.260486	0.018889	5.5
181	-0.063827	6.704953	3.158017	0.023653	4.3
182	-0.079970	6.156306	3.221819	0.024443	4.8
183	-0.073006	7.156306	3.107393	0.026622	3.9
184	-0.081051	8.156306	3.000816	0.017347	6.3
185	-0.089693	7.221986	3.100162	0.029103	4.8
186	-0.089327	8.162281	3.000201	0.013545	3.7
187	-0.084335	9.162281	2.900733	0.028761	5.4
188	-0.083983	8.227961	2.993459	0.012931	5.0
189	-0.080822	9.106748	2.906083	0.025021	3.9
190	-0.091032	10.106748	2.812660	0.013502	5.4
191	-0.076399	11.106748	2.725057	0.034881	4.7
192	-0.082040	11.235267	2.714192	0.021972	5.5
193	-0.080516	12.235267	2.632526	0.017770	5.5
194	-0.080171	11.300948	2.708673	0.022793	4.8
195	-0.082216	10.366627	2.789357	0.026523	4.6
196	-0.081947	9.432308	2.874994	0.024940	8.1
197	-0.067574	8.497989	2.966057	0.014642	8.1
198	-0.068751	9.468215	2.871606	0.013769	7.5
199	-0.080389	8.533917	2.962449	0.024278	6.6
200	-0.090890	9.514942	2.867209	0.009569	7.8
201	-0.082899	10.514942	2.776230	0.017741	8.1
202	-0.091296	11.513848	2.690937	0.014739	8.2
203	-0.082259	12.513848	2.610644	0.015508	6.3
204	-0.078412	11.579528	2.685512	0.021447	7.1
205	-0.077057	10.645536	2.764773	0.022878	6.4
206	-0.082129	11.397022	2.700641	0.024530	5.7
207	-0.074525	10.462918	2.780820	0.018326	7.2
208	-0.083399	11.423753	2.698414	0.021694	5.8
209	-0.086079	11.045908	2.730231	0.020443	6.7
210	-0.073144	12.043433	2.647810	0.011658	6.1
211	-0.084860	11.113428	2.724490	0.016435	5.6
212	-0.089363	10.179108	2.806133	0.016544	6.1
213	-0.074701	11.179108	2.718929	0.014705	6.1
214	-0.098308	10.311239	2.794291	0.017489	6.9
215	-0.083929	11.311123	2.707820	0.014318	6.0
216	-0.073443	10.633415	2.765832	0.007338	6.8
217	-0.070848	9.721853	2.847898	0.012092	8.3
218	-0.079071	10.700224	2.760003	0.011676	7.1
219	-0.073769	11.524157	2.690084	0.013705	6.9
220	-0.075477	11.623644	2.681881	0.007819	6.5
221	-0.075436	11.922269	2.657554	0.009677	5.9
222	-0.073985	12.845734	2.585044	0.022525	6.5
223	-0.087444	11.911446	2.658428	0.015666	7.7
224	-0.099556	12.911378	2.580040	0.016227	7.3
225	-0.087071	11.982873	2.652671	0.019621	6.0
226	-0.065380	12.982747	2.574622	0.018516	6.4
227	-0.073711	13.979862	2.501231	0.020816	6.4
228	-0.078600	13.045542	2.569873	0.025187	6.8
229	-0.085561	14.045542	2.496543	0.024896	6.8
230	-0.080307	15.044775	2.427334	0.034883	4.6
231	-0.075006	16.044775	2.361810	0.023117	5.4
232	-0.077026	15.110461	2.422919	0.011001	4.4
233	-0.102026	14.176145	2.487274	0.020835	5.0
234	-0.085155	15.176029	2.418527	0.011851	5.6
