1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.261304	0.000000	10.901778	0.011052	921.3
1	-0.256840	0.000000	10.901778	0.021816	4.4
2	-0.272406	0.000000	10.901778	0.014148	4.2
3	-0.255223	0.000000	10.901778	0.028005	3.8
4	-0.270739	0.999184	10.406628	0.017753	4.1
5	-0.262708	0.408005	10.694006	0.009215	4.8
6	-0.261042	0.000000	10.901778	0.012999	4.3
7	-0.239147	0.000000	10.901778	0.009177	4.2
8	-0.257047	0.000000	10.901778	0.020317	4.0
9	-0.254431	0.000000	10.901778	0.011840	4.1
10	-0.260586	0.000000	10.901778	0.012527	4.4
11	-0.253374	0.000000	10.901778	0.010619	3.9
12	-0.248478	0.364921	10.715572	0.008281	4.2
13	-0.266594	1.338314	10.248640	0.010621	5.7
14	-0.271107	1.828727	10.028476	0.018170	7.4
15	-0.260390	1.968612	9.967400	0.015071	6.4
16	-0.255350	1.373528	10.232509	0.008138	5.6
17	-0.280666	0.807559	10.498073	0.008316	4.4
18	-0.286210	0.562672	10.617299	0.012410	6.6
19	-0.251443	0.118895	10.840403	0.014431	6.2
20	-0.258055	0.675688	10.561941	0.009313	6.3
21	-0.269607	0.433203	10.681434	0.027628	7.9
22	-0.295559	0.000000	10.901778	0.011168	7.1
23	-0.273612	0.999795	10.406339	0.024074	9.5
24	-0.287098	0.404691	10.695662	0.017334	6.8
25	-0.265309	1.014156	10.399551	0.023028	9.1
26	-0.302248	0.419109	10.688462	0.019125	6.7
27	-0.270439	1.419109	10.211706	0.011122	7.8
28	-0.264795	2.419108	9.775664	0.012313	9.5
29	-0.265013	3.419036	9.375364	0.010447	9.6
30	-0.260809	3.073335	9.509997	0.012885	15.9
31	-0.270346	2.481247	9.749795	0.011858	8.2
32	-0.250909	3.465602	9.357519	0.014630	8.3
33	-0.232048	3.529666	9.333080	0.017389	9.6
34	-0.261075	2.955610	9.556732	0.017474	7.3
35	-0.264224	3.955533	9.173811	0.011431	10.7
36	-0.291605	4.955520	8.820372	0.013453	7.7
37	-0.261473	4.388372	9.017409	0.010152	8.8
38	-0.255940	5.338513	8.692113	0.016967	6.6
39	-0.264125	5.281516	8.710964	0.011364	9.7
40	-0.281168	6.267128	8.396093	0.014372	5.7
41	-0.253746	7.264192	8.099907	0.014799	10.1
42	-0.274094	6.972171	8.184468	0.016990	6.2
43	-0.253903	6.377113	8.362362	0.020504	7.9
44	-0.254858	7.377042	8.067696	0.018340	4.8
45	-0.287188	8.377023	7.793075	0.014983	5.8
46	-0.258452	7.910291	7.918887	0.014214	4.7
47	-0.290594	8.893795	7.658356	0.015214	4.5
48	-0.251229	8.421003	7.781425	0.018021	4.6
49	-0.251332	9.421003	7.525634	0.015178	6.0
50	-0.312158	10.123830	7.355693	0.019199	4.4
51	-0.291329	11.123759	7.126729	0.012125	5.4
52	-0.274346	10.528657	7.261246	0.019740	4.7
53	-0.264007	11.528657	7.038020	0.014928	4.8
54	-0.281643	12.528657	6.828109	0.018244	4.2
55	-0.233498	11.933557	6.951491	0.012757	5.2
56	-0.259852	11.338453	7.079415	0.009230	4.5
57	-0.269197	12.334855	6.867807	0.014043	6.9
58	-0.269960	13.064678	6.720666	0.010182	5.6
59	-0.260205	13.457149	6.644117	0.011785	4.1
60	-0.256993	14.316824	6.482388	0.013578	5.8
61	-0.285185	15.147485	6.333424	0.012471	3.8
62	-0.271526	14.555185	6.438930	0.006158	4.9
63	-0.290426	15.500853	6.272109	0.011031	6.3
64	-0.238412	15.569290	6.260371	0.025105	4.6
65	-0.255667	16.569290	6.093736	0.027042	5.5
66	-0.254754	15.974185	6.191816	0.017961	5.5
67	-0.312968	16.974185	6.028762	0.014771	4.4
68	-0.267906	17.924448	5.881582	0.015083	3.6
69	-0.271479	18.924447	5.734264	0.011807	5.3
70	-0.278686	19.104071	5.708581	0.012079	4.0
71	-0.293990	20.078267	5.573198	0.025653	4.4
72	-0.282581	19.483162	5.655125	0.014035	4.3
73	-0.244673	18.888058	5.739496	0.021563	5.9
74	-0.251191	18.292953	5.826422	0.015226	4.7
75	-0.295186	19.246995	5.688309	0.007568	4.6
76	-0.232071	18.708112	5.765505	0.008702	4.8
77	-0.303541	18.279512	5.828416	0.012254	5.2
78	-0.251618	18.889719	5.739257	0.019111	5.2
79	-0.274331	18.526310	5.792024	0.012804	4.7
80	-0.263653	18.557789	5.787415	0.015388	4.1
81	-0.252214	19.106214	5.708276	0.009852	3.9
82	-0.260960	20.105828	5.569462	0.021726	5.4
83	-0.279409	19.510723	5.651277	0.011898	5.3
84	-0.262414	18.915619	5.735533	0.016458	6.5
85	-0.265338	18.338008	5.819749	0.014042	5.8
86	-0.262437	19.332564	5.676241	0.017655	4.4
87	-0.261146	19.761664	5.616487	0.008982	5.7
88	-0.263849	20.761622	5.482003	0.015672	5.4
89	-0.260206	20.449943	5.523224	0.013833	7.4
90	-0.284618	21.449857	5.393124	0.022082	9.8
91	-0.272843	22.448029	5.269223	0.012144	6.1
92	-0.250538	21.852924	5.342397	0.019297	8.5
93	-0.269077	21.299227	5.412329	0.019023	7.4
94	-0.275402	20.704365	5.489529	0.017639	8.5
95	-0.257282	21.704365	5.360982	0.010732	5.9
96	-0.277903	21.115305	5.435965	0.010543	10.2
97	-0.244932	22.061102	5.316569	0.018750	8.2
98	-0.269606	23.045333	5.197766	0.019275	9.6
99	-0.276675	24.045330	5.082377	0.012424	9.6
100	-0.286627	25.045324	4.972000	0.010638	7.6
101	-0.287479	25.341829	4.940188	0.006397	9.9
102	-0.259131	26.114384	4.859181	0.013148	9.8
103	-0.250871	25.554092	4.917663	0.009183	7.0
104	-0.258085	24.975920	4.979505	0.005998	6.0
105	-0.298138	24.433569	5.038947	0.012898	7.0
106	-0.286501	24.700845	5.009477	0.009962	6.6
107	-0.279573	24.105803	5.075563	0.008941	5.2
108	-0.244901	25.104902	4.965575	0.012448	6.9
109	-0.286241	26.085882	4.862123	0.027011	5.2
110	-0.257464	25.656924	4.906824	0.015564	4.6
111	-0.276723	25.061819	4.970219	0.014903	5.3
112	-0.263886	26.059349	4.864864	0.023266	5.5
113	-0.264049	27.059349	4.763638	0.015581	7.2
114	-0.274350	28.059311	4.666542	0.018010	5.8
115	-0.248568	29.004000	4.578381	0.012324	5.2
116	-0.274653	30.003390	4.488669	0.016692	5.6
117	-0.268855	30.962622	4.405808	0.018268	4.8
118	-0.272535	30.367517	4.456850	0.016560	5.1
119	-0.258373	29.773216	4.509018	0.018453	6.6
120	-0.290483	29.214278	4.559208	0.017086	4.8
121	-0.263493	29.763159	4.509911	0.020457	4.3
122	-0.260224	30.763159	4.422785	0.013937	5.6
123	-0.257915	30.170613	4.474000	0.017187	5.9
124	-0.268690	29.575518	4.526643	0.017449	6.7
125	-0.283664	30.575518	4.438876	0.021769	9.3
