1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.087125	0.000000	11.755748	0.012711	1038.6
1	-0.092969	0.000000	11.755748	0.017514	19.8
2	-0.083004	0.000000	11.755748	0.017267	4.1
3	-0.089187	0.899968	11.272652	0.015224	6.7
4	-0.098852	0.041604	11.732505	0.004970	5.8
5	-0.113147	0.116108	11.691109	0.007516	4.1
6	-0.081075	0.000000	11.755748	0.013806	12.0
7	-0.107733	0.997102	11.222875	0.016851	6.4
8	-0.106298	1.996184	10.735291	0.017298	16.7
9	-0.104383	1.137820	11.151537	0.015441	8.2
10	-0.108840	0.281119	11.600457	0.013136	7.4
11	-0.083756	0.000000	11.755748	0.008788	9.7
12	-0.087323	0.999849	11.221473	0.007164	3.8
13	-0.087418	1.637476	10.905399	0.012909	11.0
14	-0.095043	1.592300	10.927206	0.011640	8.6
15	-0.097356	2.588729	10.465622	0.014253	18.2
16	-0.103956	3.575774	10.045288	0.017073	26.8
17	-0.130066	4.575774	9.652522	0.012177	4.9
18	-0.110902	5.575774	9.289314	0.022620	24.8
19	-0.086932	6.575569	8.952516	0.023521	7.8
20	-0.090767	5.717205	9.240140	0.008754	41.6
21	-0.097888	4.873546	9.541433	0.020175	32.2
22	-0.101240	4.015182	9.868835	0.018909	34.3
23	-0.129720	3.156818	10.219505	0.016653	17.7
24	-0.107182	2.350266	10.572501	0.020136	45.5
25	-0.093337	1.491902	10.975982	0.011813	15.5
26	-0.100221	2.491064	10.509133	0.012431	23.0
27	-0.122078	1.632885	10.907612	0.024603	29.4
28	-0.099423	0.774521	11.337596	0.023206	20.9
29	-0.104326	1.774520	10.839777	0.013347	17.1
30	-0.082862	2.774517	10.383837	0.017585	24.4
31	-0.109592	3.774517	9.964704	0.016801	7.3
32	-0.095460	4.774517	9.578093	0.019129	10.8
33	-0.115373	5.774517	9.220361	0.014895	11.6
34	-0.107575	6.774506	8.888393	0.006435	14.3
35	-0.092169	6.816052	8.875117	0.007819	7.1
36	-0.098983	6.656486	8.926323	0.023464	10.6
37	-0.115604	7.654629	8.615387	0.014717	6.9
38	-0.099861	6.796265	8.881435	0.018439	9.5
39	-0.106023	7.796242	8.573019	0.011369	10.5
40	-0.093594	6.937878	8.836416	0.012016	7.0
41	-0.096723	7.937868	8.531061	0.025301	7.7
42	-0.110842	8.937868	8.246102	0.015669	8.1
43	-0.110293	9.049598	8.215442	0.012039	17.9
44	-0.096810	8.274506	8.432959	0.015536	8.1
45	-0.110686	7.491746	8.664640	0.018936	8.8
46	-0.105944	6.633382	8.933786	0.019725	10.7
47	-0.107187	7.633382	8.621780	0.023826	4.4
48	-0.104517	6.777415	8.887462	0.018695	6.5
49	-0.090522	5.919051	9.170855	0.017366	10.5
50	-0.094029	5.060687	9.472917	0.014992	8.6
51	-0.106199	4.202333	9.795550	0.022953	5.0
52	-0.132099	3.343969	10.140940	0.010821	6.9
53	-0.105676	2.493544	10.508024	0.012746	7.4
54	-0.105671	3.493543	10.079012	0.029066	8.1
55	-0.101647	2.635179	10.445054	0.019833	7.8
56	-0.092191	3.635179	10.021064	0.012458	17.4
57	-0.107427	4.635157	9.630162	0.025326	7.7
58	-0.116966	3.776810	9.963781	0.010852	7.5
59	-0.100411	4.776810	9.577241	0.010766	6.0
60	-0.095683	4.169185	9.808451	0.021062	9.1
61	-0.094070	5.126149	9.449181	0.015801	8.8
62	-0.093369	6.039215	9.130099	0.016406	9.3
63	-0.093673	7.039210	8.804482	0.008679	6.2
64	-0.091749	8.039210	8.501289	0.016356	16.7
65	-0.112486	7.189408	8.757570	0.023083	7.6
66	-0.103202	6.331043	9.032612	0.017484	6.7
67	-0.119275	5.472680	9.325490	0.016764	8.9
68	-0.122057	5.048317	9.477415	0.012146	10.3
69	-0.101977	6.048278	9.127040	0.008596	10.6
70	-0.089687	7.043906	8.803008	0.014745	11.6
71	-0.113509	7.997113	8.513631	0.008886	10.8
72	-0.099566	8.237437	8.443651	0.015674	7.6
73	-0.115752	9.237357	8.164428	0.009242	10.8
74	-0.105386	8.379002	8.402965	0.020412	4.7
75	-0.101169	9.352521	8.133450	0.022452	7.0
76	-0.113320	10.352521	7.874031	0.011434	5.6
77	-0.115507	11.352515	7.630650	0.024666	9.2
78	-0.090114	12.100218	7.458281	0.009303	8.7
79	-0.114382	11.241854	7.656840	0.012937	8.1
80	-0.112999	10.383785	7.866187	0.012369	5.3
81	-0.100527	11.366799	7.627282	0.010092	10.3
82	-0.102284	10.509259	7.834863	0.022948	5.7
83	-0.102559	11.509259	7.593859	0.015468	8.0
84	-0.095151	10.650898	7.799801	0.010050	3.7
85	-0.101500	9.792535	8.017226	0.014374	7.6
86	-0.095678	10.709575	7.785368	0.013106	8.6
87	-0.103000	11.709571	7.547354	0.015326	6.0
88	-0.108432	12.707103	7.323997	0.017521	8.5
89	-0.107417	11.848739	7.515379	0.010140	9.1
90	-0.097908	12.366103	7.398848	0.010550	11.5
91	-0.095700	12.780334	7.308119	0.017261	8.3
92	-0.107071	11.921971	7.498661	0.012966	6.6
93	-0.102863	11.063624	7.699402	0.005650	9.8
94	-0.109586	12.058941	7.467593	0.012971	5.9
95	-0.114250	12.814250	7.300789	0.013456	10.4
96	-0.102402	13.813336	7.091269	0.019504	7.0
97	-0.104823	14.813336	6.893262	0.015444	9.2
98	-0.102298	15.812201	6.706220	0.011949	8.4
99	-0.102753	16.812199	6.528864	0.019270	6.9
100	-0.128166	17.812119	6.360661	0.015451	6.5
101	-0.109547	16.953762	6.504513	0.010150	13.6
102	-0.107535	17.350932	6.437150	0.016431	9.1
