1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.252618	0.000000	3.494883	0.030566	1381.5
1	-0.316580	0.000000	3.494883	0.203598	3.4
2	-0.259047	0.000000	3.494883	0.023578	5.1
3	-0.261175	1.000000	3.336024	0.069780	3.0
4	-0.272541	0.186264	3.464157	0.062040	2.0
5	-0.264477	0.000000	3.494883	0.035955	1.9
6	-0.274186	0.000000	3.494883	0.057762	3.0
7	-0.254027	0.000000	3.494883	0.032482	2.9
8	-0.331373	0.749515	3.374445	0.028838	2.7
9	-0.275701	1.406679	3.275476	0.094569	4.7
10	-0.236558	2.406677	3.135538	0.012436	2.9
11	-0.243552	3.406600	3.007077	0.044624	4.5
12	-0.290836	4.301592	2.900708	0.021858	4.6
13	-0.269424	3.487878	2.997097	0.051509	2.8
14	-0.264971	2.676710	3.099778	0.052065	2.5
15	-0.293092	3.676710	2.974162	0.055933	3.0
16	-0.301507	2.864077	3.075440	0.107703	1.9
17	-0.281802	3.864077	2.951750	0.059244	3.2
18	-0.272643	3.050341	3.051622	0.053736	3.7
19	-0.290450	2.236604	3.158488	0.093036	3.8
20	-0.299494	1.422868	3.273111	0.050108	2.1
21	-0.338288	0.609131	3.396367	0.056703	1.8
22	-0.278151	1.609131	3.246146	0.055697	2.0
23	-0.261299	0.795395	3.367341	0.049521	4.2
24	-0.278269	0.000000	3.494883	0.036546	4.0
25	-0.323141	0.000000	3.494883	0.026101	2.6
26	-0.276908	0.980257	3.339021	0.027442	2.1
27	-0.311991	1.320503	3.288122	0.040083	3.4
28	-0.271729	0.506841	3.412521	0.062093	2.7
29	-0.286881	1.506841	3.260899	0.035605	3.0
30	-0.284222	2.506841	3.122178	0.032985	1.7
31	-0.306198	3.506832	2.994779	0.056088	3.3
32	-0.321325	4.502446	2.877863	0.030907	2.3
33	-0.297440	3.782744	2.961437	0.038673	2.7
34	-0.262525	2.969012	3.061976	0.043597	3.5
35	-0.262297	2.155276	3.169582	0.025488	1.7
36	-0.264652	1.528800	3.257721	0.017001	3.8
37	-0.306275	1.645493	3.240934	0.058373	2.3
38	-0.342531	0.831761	3.361732	0.066545	3.3
39	-0.299612	1.831761	3.214493	0.034404	5.1
40	-0.299661	1.018024	3.333294	0.055545	3.3
41	-0.309238	0.204288	3.461212	0.053813	2.3
42	-0.298034	0.000000	3.494883	0.025492	2.7
43	-0.300106	0.000000	3.494883	0.049360	2.6
44	-0.307859	0.000000	3.494883	0.016957	3.7
45	-0.273882	0.870533	3.355773	0.060106	3.5
46	-0.302644	1.866631	3.209591	0.048642	1.9
47	-0.279791	1.052895	3.328023	0.028298	3.0
48	-0.320122	1.920448	3.202055	0.010788	4.1
49	-0.259894	1.162117	3.311621	0.016412	2.7
50	-0.300116	0.589902	3.399392	0.034698	4.0
51	-0.312097	1.552656	3.254275	0.021082	2.9
52	-0.302628	2.425103	3.133072	0.028890	5.0
53	-0.311262	2.659939	3.101975	0.011334	5.5
54	-0.262531	3.265142	3.024608	0.036955	3.2
55	-0.249865	3.701259	2.971206	0.040237	6.3
56	-0.335140	2.887527	3.072421	0.019569	4.9
57	-0.320032	2.073928	3.180756	0.030743	3.0
58	-0.294929	1.316324	3.288738	0.046883	2.1
59	-0.290719	0.503176	3.413102	0.028207	4.1
60	-0.307650	1.503141	3.261435	0.149517	7.3
61	-0.314768	0.748681	3.374574	0.056449	2.3
62	-0.279242	1.748681	3.226233	0.018025	3.7
63	-0.317264	0.951370	3.343415	0.036815	6.8
64	-0.285291	1.949410	3.198014	0.051661	4.5
65	-0.295599	1.543950	3.255531	0.031543	2.9
66	-0.295689	0.730978	3.377323	0.051474	8.4
67	-0.269813	1.730978	3.228745	0.008551	3.4
68	-0.281890	1.034472	3.330805	0.016037	2.2
69	-0.296104	1.338414	3.285486	0.028773	10.4
70	-0.271182	0.792854	3.367734	0.052625	2.2
71	-0.293132	1.792835	3.219983	0.025212	1.8
72	-0.303379	2.291627	3.151027	0.016277	3.5
73	-0.306939	3.116252	3.043281	0.085372	4.8
74	-0.277295	2.302543	3.149550	0.029435	5.1
75	-0.269018	3.302543	3.019953	0.035948	3.1
76	-0.285359	4.298958	2.901010	0.036453	4.8
77	-0.270510	5.298957	2.790701	0.057819	4.9
78	-0.305833	6.298925	2.688477	0.044967	1.9
79	-0.291851	7.298925	2.593474	0.050586	3.0
80	-0.306425	6.485189	2.670258	0.047055	2.8
81	-0.306167	5.671520	2.751719	0.051523	4.5
82	-0.320345	6.671520	2.652277	0.035475	4.5
83	-0.293637	7.641146	2.562486	0.038796	2.0
84	-0.272373	6.839211	2.636301	0.074801	3.0
85	-0.308656	6.025475	2.715680	0.010287	4.3
86	-0.288934	7.022691	2.619040	0.026470	3.8
87	-0.288934	6.542594	2.664692	0.026552	3.9
88	-0.283969	6.278529	2.690487	0.012726	5.9
89	-0.265442	6.366720	2.681817	0.041995	2.7
90	-0.319023	5.587570	2.760408	0.032270	1.8
91	-0.291433	6.587546	2.660350	0.022220	1.9
92	-0.267284	5.774095	2.741177	0.024263	3.7
93	-0.279906	6.530496	2.665863	0.033675	3.7
94	-0.302825	5.746001	2.744057	0.025582	4.2
95	-0.315885	6.745615	2.645194	0.038945	2.1
96	-0.343882	6.140888	2.704132	0.057308	3.3
97	-0.276495	7.140888	2.608039	0.009894	8.9
98	-0.284065	6.578598	2.661213	0.026441	4.9
99	-0.285742	7.123141	2.609685	0.015983	4.5
100	-0.294980	7.983242	2.532240	0.031507	6.4
101	-0.298892	8.855277	2.458277	0.043770	2.3
102	-0.269175	8.071822	2.524525	0.051753	3.2
103	-0.276036	7.260792	2.596974	0.008239	3.4
104	-0.295410	8.176279	2.515487	0.030047	3.6
105	-0.307709	8.596816	2.479744	0.018764	3.7
106	-0.269970	7.982852	2.532274	0.024064	1.9
107	-0.266825	7.500907	2.575095	0.035103	3.1
108	-0.284184	6.704048	2.649163	0.042943	4.9
109	-0.275588	7.690739	2.558057	0.033994	4.5
110	-0.267593	8.690680	2.471905	0.068365	2.5
111	-0.312787	9.690680	2.391362	0.047778	4.4
112	-0.284706	8.876943	2.456494	0.101559	4.7
113	-0.294371	8.063207	2.525273	0.037862	4.8
114	-0.285203	9.063207	2.441274	0.028748	2.7
115	-0.278959	8.249474	2.509192	0.031829	2.2
116	-0.329476	7.435739	2.580996	0.016968	3.7
117	-0.271522	7.630555	2.563434	0.025688	3.8
118	-0.289973	8.608857	2.478736	0.055987	3.7
119	-0.271289	9.608857	2.397755	0.042766	2.9
120	-0.285580	8.795124	2.463240	0.063804	2.3
121	-0.275704	8.804788	2.462441	0.030737	3.3
122	-0.304381	9.804788	2.382504	0.108836	5.1
123	-0.306989	8.991051	2.447148	0.026750	3.2
124	-0.259854	9.991051	2.368185	0.034371	4.1
125	-0.285384	10.910605	2.299942	0.023961	4.8
126	-0.291041	10.428572	2.335217	0.034169	2.5
127	-0.301657	11.087603	2.287255	0.021601	2.1
128	-0.274723	10.333893	2.342273	0.035212	2.1
129	-0.293531	9.579926	2.400023	0.036749	2.0
130	-0.303375	10.579766	2.324037	0.037101	2.1
131	-0.278099	10.151456	2.355991	0.028540	2.2
132	-0.297863	10.564899	2.325131	0.051893	2.0
133	-0.278909	9.751176	2.386658	0.034355	2.3
134	-0.265788	10.751176	2.311490	0.040812	2.3
135	-0.298178	9.937654	2.372272	0.022866	2.3
136	-0.257219	10.608861	2.321898	0.019798	2.5
137	-0.273039	9.811975	2.381948	0.082441	2.4
138	-0.271775	10.811972	2.307073	0.062143	2.5
139	-0.308281	9.998235	2.367636	0.138520	2.3
140	-0.303986	10.998235	2.293643	0.090866	4.8
141	-0.301610	10.184499	2.353494	0.032618	3.8
142	-0.299155	11.184499	2.280369	0.039608	5.8
143	-0.299825	11.093162	2.286859	0.033108	4.0
144	-0.286841	10.281472	2.346198	0.050168	2.7
145	-0.324690	9.476844	2.408141	0.058628	2.6
146	-0.299574	10.476844	2.331636	0.035682	4.8
147	-0.266669	11.476350	2.259876	0.029542	2.9
148	-0.267050	10.662619	2.317955	0.060671	3.1
149	-0.286419	9.848894	2.379098	0.036472	2.4
150	-0.326777	10.848894	2.304398	0.023542	1.8
151	-0.275058	11.826948	2.235741	0.032049	4.2
152	-0.282424	12.010907	2.223281	0.052058	4.2
153	-0.268071	13.010907	2.157912	0.028690	2.7
154	-0.326546	14.010907	2.096276	0.108155	4.8
155	-0.277280	15.010907	2.038064	0.127938	7.6
156	-0.285075	14.197171	2.085183	0.066973	4.0
157	-0.266965	13.383434	2.134532	0.029201	2.8
158	-0.286119	12.569698	2.186273	0.076292	3.5
159	-0.302734	11.756000	2.240583	0.022318	5.9
160	-0.298553	12.705323	2.177476	0.022724	4.0
161	-0.277063	13.516036	2.126332	0.021669	4.2
162	-0.288651	12.836819	2.169014	0.029553	4.8
163	-0.277723	12.051364	2.220560	0.093298	3.2
164	-0.280632	13.051364	2.155348	0.097544	3.5
165	-0.289394	14.051364	2.093857	0.094369	3.0
166	-0.299921	15.051364	2.035777	0.020946	3.9
167	-0.254139	14.237665	2.082787	0.029359	3.9
168	-0.309483	14.718954	2.054722	0.036691	3.0
169	-0.286609	15.698007	1.999905	0.035975	2.5
170	-0.278479	16.697956	1.946857	0.046036	3.0
171	-0.302975	17.697286	1.896581	0.023268	4.1
172	-0.315389	18.695570	1.848885	0.083948	3.7
173	-0.282142	19.695540	1.803454	0.036222	3.0
174	-0.279177	18.881803	1.840251	0.018944	3.8
175	-0.276910	18.103486	1.876880	0.034288	3.5
176	-0.282266	19.102748	1.830112	0.025092	4.7
177	-0.275917	18.289680	1.867985	0.049471	3.9
178	-0.319205	17.735984	1.894686	0.033330	3.7
179	-0.270674	16.922247	1.935343	0.059553	5.7
180	-0.287307	17.922247	1.885619	0.014771	3.1
181	-0.291497	17.330006	1.914754	0.014485	3.3
182	-0.277315	16.617227	1.951035	0.030672	3.3
183	-0.283137	15.932553	1.987205	0.062612	3.4
184	-0.285115	16.932553	1.934817	0.029922	3.8
185	-0.268324	16.119087	1.977218	0.041144	2.0
186	-0.319989	17.118697	1.925368	0.106672	3.1
187	-0.259973	16.304960	1.967367	0.020886	2.7
188	-0.296372	17.304293	1.916039	0.025243	6.1
189	-0.283862	18.255086	1.869631	0.049119	2.8
190	-0.290970	17.441349	1.909208	0.059922	4.2
191	-0.317403	18.441349	1.860802	0.050365	6.6
192	-0.277313	19.441349	1.814790	0.043088	6.5
193	-0.256140	18.694662	1.848927	0.023069	4.1
194	-0.286446	19.360863	1.818408	0.032505	5.2
195	-0.277757	18.547232	1.855820	0.043253	2.0
196	-0.321632	17.733546	1.894806	0.025386	3.4
197	-0.267146	16.920397	1.935437	0.048802	2.1
198	-0.243052	17.920361	1.885711	0.015200	5.2
199	-0.317754	17.192075	1.921669	0.040539	4.0
200	-0.284745	16.971663	1.932824	0.023354	3.9
201	-0.299589	16.158004	1.975147	0.039612	3.0
202	-0.281516	17.157904	1.923390	0.008627	6.2
203	-0.292156	16.431736	1.960704	0.069157	3.3
204	-0.271532	17.421711	1.910184	0.048300	3.3
205	-0.266022	18.417782	1.861914	0.010875	2.7
206	-0.297766	17.605153	1.901107	0.049921	3.3
207	-0.273905	18.321649	1.866466	0.031388	2.0
208	-0.269480	19.321649	1.820177	0.066794	2.7
209	-0.287215	18.507914	1.857667	0.034775	4.9
210	-0.294499	19.267739	1.822614	0.044815	5.0
211	-0.270287	18.454002	1.860205	0.027505	3.9
212	-0.296778	18.255837	1.869596	0.021731	4.9
213	-0.298214	17.442587	1.909147	0.030830	3.8
214	-0.283245	16.656291	1.949011	0.054758	3.8
215	-0.312066	16.341281	1.965453	0.015834	1.8
216	-0.295139	15.550820	2.007959	0.024727	4.0
217	-0.288894	16.333826	1.965846	0.081083	4.1
218	-0.297156	15.520089	2.009648	0.020585	5.0
219	-0.267003	16.520089	1.956086	0.030476	2.3
220	-0.273871	17.300667	1.916221	0.051626	3.1
221	-0.275666	16.487406	1.957792	0.043732	2.7
222	-0.314833	17.487406	1.906923	0.011909	5.4
223	-0.327212	18.479936	1.858983	0.041593	3.0
224	-0.285516	19.457818	1.814051	0.036695	4.2
225	-0.292197	20.224292	1.780323	0.040215	7.7
226	-0.302884	19.410556	1.816172	0.026431	3.1
227	-0.285810	18.596883	1.853493	0.021215	3.0
228	-0.297497	19.560159	1.809474	0.026644	4.8
229	-0.268657	19.983207	1.790795	0.029729	3.5
230	-0.292659	19.224842	1.824558	0.044909	2.7
231	-0.301322	20.000264	1.790050	0.041659	3.5
232	-0.275418	19.186528	1.826297	0.033039	2.6
233	-0.309527	20.186436	1.781959	0.036319	4.6
234	-0.273952	21.186435	1.739719	0.027310	4.4
235	-0.315527	20.372701	1.773936	0.054606	3.3
236	-0.248110	21.367524	1.732283	0.056599	3.8
237	-0.306279	22.367524	1.692339	0.135741	5.9
238	-0.282437	21.553787	1.724700	0.064254	2.7
239	-0.294660	20.740287	1.758314	0.029246	2.3
240	-0.282547	21.740286	1.717175	0.021767	3.7
241	-0.321051	22.575325	1.684268	0.031892	3.2
242	-0.307748	21.784379	1.715405	0.042222	4.0
243	-0.297557	22.784376	1.676227	0.013816	1.8
244	-0.309413	22.380837	1.691819	0.036140	3.0
245	-0.308145	22.864663	1.673159	0.030384	4.1
246	-0.288435	23.864661	1.635865	0.040366	3.2
247	-0.247882	24.861608	1.600304	0.099257	4.3
248	-0.312446	25.861608	1.566155	0.041639	3.4
249	-0.257666	26.861608	1.533432	0.057852	4.6
250	-0.298043	26.047871	1.559954	0.071191	2.5
251	-0.294418	25.234158	1.587409	0.110296	4.9
252	-0.270555	26.138537	1.556954	0.055276	4.7
253	-0.300854	25.324801	1.584303	0.067087	3.8
254	-0.281559	26.324801	1.550826	0.041116	2.6
255	-0.292184	25.511509	1.577944	0.036888	3.9
256	-0.323003	26.315068	1.551145	0.019918	2.2
257	-0.300353	25.506977	1.578097	0.030319	3.7
258	-0.305243	26.500380	1.545094	0.028845	4.5
259	-0.300171	25.716863	1.571007	0.031266	4.7
260	-0.276872	26.002871	1.561448	0.049213	3.7
261	-0.332154	27.002871	1.528920	0.033124	5.3
262	-0.291599	28.002865	1.497719	0.047932	4.2
263	-0.281372	27.189132	1.523010	0.059774	2.4
264	-0.274519	26.375469	1.549167	0.054005	3.6
265	-0.300267	27.375469	1.517144	0.014400	3.8
266	-0.310616	26.564452	1.543012	0.040956	3.1
267	-0.281136	27.553527	1.511580	0.034230	3.9
268	-0.282867	28.553527	1.481076	0.043323	2.0
269	-0.282563	27.739905	1.505800	0.035992	3.2
270	-0.291187	26.931643	1.531192	0.025627	4.0
271	-0.331469	27.881955	1.501424	0.055150	4.3
272	-0.281308	28.881947	1.471325	0.047643	5.9
273	-0.277985	28.068213	1.495725	0.025542	7.0
274	-0.291544	27.499379	1.513268	0.077279	3.4
275	-0.292886	26.685643	1.539091	0.052300	1.8
276	-0.261019	27.685643	1.507478	0.027457	3.6
277	-0.295081	26.941198	1.530887	0.033129	4.4
278	-0.314465	27.305859	1.519330	0.131908	3.2
279	-0.284682	28.305859	1.488516	0.076945	2.9
280	-0.316569	29.305859	1.458926	0.071642	2.4
281	-0.284380	30.305859	1.430490	0.058607	4.3
282	-0.291989	29.492122	1.453544	0.045237	5.7
283	-0.286418	28.678386	1.477353	0.030607	3.2
284	-0.337824	29.677529	1.448226	0.066115	3.2
285	-0.316266	30.373816	1.428598	0.041207	3.4
286	-0.331447	31.373816	1.401321	0.078652	4.5
287	-0.304224	32.373816	1.375066	0.020057	2.6
288	-0.286824	31.621364	1.394729	0.036963	3.0
289	-0.264708	32.619234	1.368773	0.030708	4.1
