1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.061376	0.000000	8.185854	0.013107	641.9
1	-0.051018	0.000000	8.185854	0.016284	12.1
2	-0.060266	0.000000	8.185854	0.005238	7.8
3	-0.054095	0.992937	7.816280	0.006445	9.9
4	-0.055139	0.430155	8.021545	0.019853	11.6
5	-0.052314	0.000000	8.185854	0.006479	9.1
6	-0.059768	0.000000	8.185854	0.013623	9.6
7	-0.078954	0.000000	8.185854	0.019009	6.9
8	-0.057851	0.000000	8.185854	0.012491	8.3
9	-0.061988	0.000000	8.185854	0.006872	10.1
10	-0.077064	0.000000	8.185854	0.011160	10.1
11	-0.051889	0.803212	7.884294	0.012388	10.7
12	-0.057109	0.000000	8.185854	0.012195	6.7
13	-0.056825	0.000000	8.185854	0.011035	10.4
14	-0.064268	0.956603	7.829214	0.017080	14.1
15	-0.069960	0.013440	8.180619	0.015525	10.6
16	-0.071205	1.013440	7.809000	0.007324	9.1
17	-0.058573	0.376803	8.041565	0.010486	8.6
18	-0.064460	0.648619	7.940596	0.014533	9.9
19	-0.052545	0.371623	8.043514	0.010791	11.7
20	-0.053210	1.322268	7.700962	0.013361	9.7
21	-0.046292	2.322244	7.370772	0.007158	8.4
22	-0.057065	1.379640	7.681220	0.010846	9.6
23	-0.070027	2.375883	7.353859	0.014491	8.4
24	-0.055227	3.375524	7.052277	0.008946	9.4
25	-0.077712	2.432694	7.336030	0.009092	7.3
26	-0.060486	1.507276	7.637661	0.019128	11.9
27	-0.072830	0.564133	7.971707	0.015717	9.4
28	-0.065234	1.564132	7.618416	0.010387	9.7
29	-0.067367	2.514457	7.310522	0.006513	10.8
30	-0.063190	1.582461	7.612233	0.007246	8.1
31	-0.078363	0.695927	7.923282	0.008124	10.2
32	-0.061190	1.588254	7.610280	0.016869	8.3
33	-0.059141	0.888803	7.853465	0.015423	9.6
34	-0.049221	1.839810	7.526461	0.012825	8.3
35	-0.063399	1.057089	7.793546	0.012717	9.8
36	-0.061712	2.055255	7.456129	0.012032	10.8
37	-0.057491	3.050334	7.147632	0.011386	8.0
38	-0.057631	4.049332	6.862576	0.005540	10.0
39	-0.073456	3.223819	7.096443	0.007786	7.8
40	-0.074102	2.454148	7.329319	0.016816	9.7
41	-0.068892	2.331631	7.367807	0.014570	9.2
42	-0.067176	1.388449	7.678198	0.011732	9.6
43	-0.066635	2.117653	7.436003	0.010873	10.5
44	-0.069275	1.953103	7.489312	0.005956	8.1
45	-0.066893	1.085096	7.783663	0.005614	9.5
46	-0.064630	0.691784	7.924795	0.010362	9.7
47	-0.065607	1.526048	7.631296	0.010274	10.0
48	-0.064932	0.607788	7.955601	0.010050	10.8
49	-0.066341	1.547477	7.624043	0.022143	7.3
50	-0.057326	0.609763	7.954874	0.011709	10.7
51	-0.057008	0.000000	8.185854	0.012887	9.9
52	-0.056545	0.000000	8.185854	0.016298	9.6
53	-0.066603	0.999983	7.813776	0.013657	10.5
