1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.292859	0.000000	11.980123	0.018436	1999.5
1	-0.271258	0.000000	11.980123	0.024302	6.3
2	-0.284993	0.000000	11.980123	0.022680	8.2
3	-0.308412	0.000000	11.980123	0.017143	5.2
4	-0.307918	0.000000	11.980123	0.025557	7.8
5	-0.283154	0.000000	11.980123	0.015596	6.4
6	-0.292731	0.000000	11.980123	0.025468	15.2
7	-0.309300	0.000000	11.980123	0.017482	11.3
8	-0.307607	0.000000	11.980123	0.015531	4.9
9	-0.298276	0.000000	11.980123	0.016601	10.2
10	-0.307528	0.000000	11.980123	0.023331	5.6
11	-0.277336	0.000000	11.980123	0.016857	13.3
12	-0.294865	0.000000	11.980123	0.011749	8.1
13	-0.309740	0.159473	11.889833	0.017943	12.5
14	-0.330792	0.000000	11.980123	0.008281	8.5
15	-0.321680	0.000000	11.980123	0.023372	4.8
16	-0.297809	0.000000	11.980123	0.016831	14.5
17	-0.321189	0.000000	11.980123	0.017101	8.3
18	-0.327969	0.999902	11.435623	0.008713	8.2
19	-0.324603	0.911726	11.481642	0.016043	8.3
20	-0.314513	0.518118	11.691663	0.009243	10.8
21	-0.310851	1.518029	11.172496	0.017056	12.5
22	-0.336689	1.124755	11.371090	0.014057	6.0
23	-0.325342	0.730979	11.577140	0.018880	11.3
24	-0.353038	1.730979	11.067829	0.016365	4.4
25	-0.318643	1.337207	11.262939	0.010602	8.2
26	-0.358827	2.130604	10.876611	0.017863	3.9
27	-0.338790	3.126149	10.427797	0.021588	5.9
28	-0.331424	4.125983	10.012846	0.012146	8.6
29	-0.324012	5.125983	9.629593	0.010312	5.3
30	-0.338070	5.581297	9.464647	0.020301	7.5
31	-0.316602	5.187588	9.606940	0.015370	4.0
32	-0.318636	4.819741	9.743808	0.024407	4.9
33	-0.319290	4.425941	9.894721	0.026370	8.3
34	-0.343031	5.425941	9.520289	0.015616	5.9
35	-0.337631	6.425941	9.173162	0.009208	6.0
36	-0.342445	6.032144	9.306794	0.020025	6.1
37	-0.321280	5.653891	9.438869	0.009437	5.6
38	-0.328394	6.487594	9.152587	0.014330	9.6
39	-0.318475	7.089616	8.956427	0.022620	6.1
40	-0.346323	6.695817	9.083776	0.020863	8.1
41	-0.283048	7.695817	8.767222	0.013226	3.9
42	-0.329745	8.695817	8.471988	0.007270	5.8
43	-0.300134	8.303277	8.585476	0.025966	8.8
44	-0.298460	7.911056	8.701951	0.021860	5.3
