1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.150597	0.000000	8.532850	0.030113	602.3
1	-0.140217	0.000000	8.532850	0.023767	5.6
2	-0.134779	0.000000	8.532850	0.012940	7.8
3	-0.131571	0.000000	8.532850	0.021214	5.1
4	-0.119162	0.000000	8.532850	0.015482	5.9
5	-0.143739	0.492264	8.337412	0.023544	5.5
6	-0.127342	0.000000	8.532850	0.008613	11.3
7	-0.154890	0.000000	8.532850	0.018708	6.6
8	-0.135523	0.000000	8.532850	0.014473	11.1
9	-0.132771	0.078553	8.501051	0.041312	7.0
10	-0.131713	0.000000	8.532850	0.012381	8.3
11	-0.146140	0.000000	8.532850	0.017998	5.5
12	-0.162483	0.000000	8.532850	0.027027	5.9
13	-0.147607	0.000000	8.532850	0.024450	7.2
14	-0.152913	0.000000	8.532850	0.016004	6.8
15	-0.155357	0.999915	8.145025	0.016531	7.9
16	-0.164120	0.372780	8.384022	0.006167	6.0
17	-0.151810	1.217069	8.065414	0.010834	8.1
18	-0.130016	0.686806	8.262621	0.011250	6.3
19	-0.139268	1.590140	7.932215	0.021403	9.2
20	-0.179648	2.586765	7.597051	0.009170	5.9
21	-0.140790	3.565827	7.294273	0.015324	8.4
22	-0.127392	4.379373	7.060452	0.015862	7.1
23	-0.144122	5.005708	6.890405	0.017866	11.8
24	-0.138796	6.005056	6.635419	0.013879	8.6
25	-0.151466	5.384062	6.791595	0.018894	9.7
26	-0.134466	4.753872	6.957783	0.009708	9.3
27	-0.147416	5.750895	6.698462	0.019284	8.5
28	-0.145480	6.742985	6.458925	0.011005	10.9
29	-0.144654	6.328690	6.556840	0.010259	7.2
30	-0.151155	6.610441	6.489931	0.024484	11.2
31	-0.155762	7.598867	6.265628	0.010645	7.4
32	-0.128349	6.994157	6.400973	0.020518	10.7
33	-0.129205	6.361433	6.548994	0.021537	9.0
34	-0.148589	7.346484	6.321414	0.009627	8.9
35	-0.148320	7.641907	6.256212	0.020239	11.2
36	-0.143099	7.012510	6.396780	0.017172	6.0
37	-0.143739	7.937510	6.192304	0.016841	10.8
38	-0.134978	8.925848	5.987795	0.006201	5.8
39	-0.141195	8.359726	6.103254	0.012014	11.0
40	-0.158006	8.333348	6.108742	0.012085	5.3
41	-0.156066	7.742076	6.234409	0.033648	10.1
42	-0.138400	7.109393	6.374732	0.012714	5.8
43	-0.158827	8.034148	6.171693	0.011080	7.5
44	-0.139364	7.409037	6.307495	0.019341	6.5
45	-0.137514	8.392192	6.096512	0.017034	10.0
46	-0.154422	9.391388	5.896073	0.020458	5.6
47	-0.128454	10.391383	5.708250	0.010598	9.3
48	-0.139243	9.930662	5.793276	0.021096	5.8
49	-0.139648	10.930466	5.611877	0.010103	8.4
50	-0.149185	10.298311	5.725225	0.020743	5.3
51	-0.164755	9.668429	5.842812	0.022449	11.3
52	-0.136357	10.346629	5.716399	0.018881	5.6
53	-0.146239	11.132040	5.576672	0.009953	8.2
54	-0.147315	12.106975	5.412450	0.010397	6.7
55	-0.131032	13.037576	5.264472	0.019673	7.2
56	-0.131874	12.405258	5.364121	0.021383	7.8
57	-0.125002	11.772079	5.467760	0.017187	7.7
58	-0.136385	12.488148	5.350844	0.009659	6.5
59	-0.156467	11.856404	5.453727	0.006662	6.5
60	-0.138045	11.455476	5.521098	0.019470	9.3
61	-0.142338	12.444521	5.357824	0.011797	6.3
62	-0.136571	13.444371	5.202297	0.011122	8.7
63	-0.149226	13.483354	5.196416	0.026052	5.6
64	-0.146679	12.850323	5.293594	0.015831	9.2
65	-0.131519	13.700591	5.163885	0.024357	6.2
66	-0.134539	13.070750	5.259346	0.019201	8.1
67	-0.152857	12.437571	5.358938	0.027985	6.8
68	-0.146826	11.804437	5.462367	0.016523	6.5
69	-0.132177	11.171257	5.569874	0.009892	9.2
70	-0.152336	10.544685	5.680509	0.017071	8.0
71	-0.152040	9.932553	5.792922	0.012894	6.9
72	-0.136559	9.299393	5.913975	0.018779	6.1
73	-0.172858	8.666224	6.040198	0.019614	8.6
74	-0.132303	8.033045	6.171928	0.012086	6.2
75	-0.157238	7.400239	6.309449	0.018851	7.7
76	-0.151872	6.890600	6.424740	0.012224	6.9
77	-0.122510	6.288599	6.566473	0.014602	6.7
78	-0.148376	6.557029	6.502510	0.016343	6.7
79	-0.138682	7.523286	6.282231	0.014911	7.3
80	-0.154749	8.522770	6.069548	0.014774	7.7
81	-0.138027	8.064700	6.165206	0.018233	7.4
82	-0.156029	8.592962	6.055151	0.011678	6.5
83	-0.121800	9.440114	5.886635	0.012597	5.7
84	-0.137574	10.416989	5.703597	0.008070	8.2
85	-0.145982	10.312914	5.722555	0.022123	6.4
86	-0.158760	11.252855	5.555783	0.019347	7.4
