1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.134563	0.000000	4.962518	0.013330	722.5
1	-0.102366	0.000000	4.962518	0.016628	7.4
2	-0.121868	0.000000	4.962518	0.013234	9.1
3	-0.125162	0.000000	4.962518	0.012739	7.1
4	-0.112475	0.000000	4.962518	0.027861	9.7
5	-0.131440	0.889979	4.760757	0.011848	8.5
6	-0.101716	1.888646	4.553038	0.011474	8.0
7	-0.115575	2.870454	4.365769	0.007951	9.0
8	-0.113562	3.835205	4.196176	0.021922	8.0
9	-0.107910	3.286011	4.291066	0.012114	8.1
10	-0.095927	4.285470	4.121453	0.028092	9.4
11	-0.102892	3.401174	4.270814	0.020246	10.8
12	-0.109220	2.525154	4.429849	0.011239	5.7
13	-0.124408	3.525046	4.249243	0.012136	9.6
14	-0.132993	4.270722	4.123858	0.013126	6.5
15	-0.137289	4.964053	4.013737	0.009555	7.2
16	-0.135081	5.962248	3.865141	0.019690	7.2
17	-0.130928	5.077950	3.996207	0.016292	10.7
18	-0.128321	6.070867	3.849632	0.018757	8.6
19	-0.129913	5.324982	3.958707	0.019037	11.4
20	-0.127672	4.501501	4.086539	0.020102	10.6
21	-0.127300	3.616898	4.233388	0.030162	6.5
22	-0.115880	2.732415	4.391162	0.011594	5.5
23	-0.140402	3.713632	4.216818	0.016714	5.3
24	-0.124174	2.829386	4.373293	0.016165	5.1
25	-0.145467	1.945536	4.541750	0.015199	5.1
26	-0.130367	1.063241	4.723371	0.012989	5.5
27	-0.118477	2.062862	4.518645	0.004774	5.8
28	-0.121622	2.982253	4.345417	0.013041	5.3
29	-0.107562	3.882587	4.188185	0.006711	4.7
30	-0.108775	3.585776	4.238747	0.009512	4.0
31	-0.118399	3.534819	4.247550	0.023484	5.2
32	-0.123953	2.988717	4.344246	0.008421	5.1
33	-0.122318	2.104494	4.510503	0.008662	4.8
34	-0.148573	3.089772	4.326022	0.010015	5.0
35	-0.147582	3.360089	4.278017	0.015604	4.9
36	-0.145017	4.302602	4.118663	0.010432	5.3
37	-0.138180	4.728177	4.050535	0.012034	5.2
38	-0.134542	5.612637	3.915917	0.009141	5.0
39	-0.132588	4.954083	4.015279	0.012541	5.2
40	-0.146497	5.754560	3.895145	0.006891	5.7
41	-0.143070	5.507012	3.931521	0.022294	4.9
42	-0.133003	6.501106	3.789407	0.021058	5.4
43	-0.122635	5.616503	3.915348	0.014752	7.0
44	-0.113133	4.731979	4.049936	0.015043	6.9
45	-0.115152	3.856049	4.192657	0.017441	9.5
46	-0.133792	2.972998	4.347094	0.023394	7.3
47	-0.130067	3.610520	4.234485	0.014890	10.1
48	-0.101730	4.610476	4.069150	0.026718	6.5
49	-0.124767	3.762767	4.208451	0.018908	9.3
50	-0.135557	4.762767	4.045097	0.014077	4.9
51	-0.147071	3.878499	4.188873	0.009190	8.8
52	-0.119795	3.166197	4.312341	0.015097	6.6
53	-0.136804	4.159367	4.142111	0.020580	8.0
54	-0.111592	3.274768	4.293054	0.021176	6.9
55	-0.111424	2.434797	4.446929	0.014714	8.1
56	-0.125843	1.550195	4.621374	0.012343	7.3
57	-0.119206	2.247297	4.482796	0.011937	6.5
58	-0.133181	3.239620	4.299279	0.018882	7.4
59	-0.123951	4.123318	4.148054	0.012729	7.2
60	-0.136835	3.238722	4.299438	0.017731	8.2
61	-0.114795	3.831963	4.196723	0.009893	6.7
62	-0.118684	4.072272	4.156499	0.012617	7.4
63	-0.133084	3.207269	4.305024	0.016567	7.1
64	-0.123840	2.341326	4.464737	0.015812	6.5
65	-0.115782	1.456727	4.640609	0.021043	6.3
66	-0.110617	2.456727	4.442772	0.013463	6.4
67	-0.124951	1.572124	4.616884	0.016824	7.4
68	-0.112333	2.240060	4.484192	0.023197	7.1
69	-0.117417	3.240060	4.299201	0.016523	8.7
